sha256_hash,source,label
2ee6b3b2574e5c4e8679b68fd759a4d6c2bc736ffd330da2fe894cc3a6c7d2ef,CProgramFiles,0
2f1e2ac322f74e5dc9b967b97ab79bc7a0859156d468b5706236ef3487c163e6,cWindowssystem32,0
2f27f5c9108936a693fd496565e5c5050b5c62cfbb61d1d5da9d97c89533d637,CUsers[YourUser]AppDataLocalPrograms,0
2f6c114f5af82f048ac58a648597fb71e766ee7f764988a6edae21863dbb4512,CProgramFiles,0
2fccdef147adfa2291161c7ecd915717c313f8f6bbd0415b6ff46cfc240aac7c,CWindowsSysWOW64,0
2fd34e545cd966f010da0e02fc57c9be11b5e21e78ce3fa9aa1c61623be5e9ca,CWindowsSysWOW64,0
2fec9a87ee45a64c1b5aa2d974873fb6b8f1ca40a440760570ea34b2579e0f58,conti.PE,1
3021f749834b36f974513e3edc7309970a61c225835b61fa495075df6306e62e,LockBit.PE,1
303f8fa6beaf2f67c86e1d174e9e84df83f0b37d04e60f55b04e7f21be9453b1,CProgramFilesx86,0
3056b7876b0072ec86c00d2cea9cd1014cea7cee92854b8824a2f9f58219318b,CProgramFilesx86,0
3073ef733cb4e10c42f7c4af29e207ca7649a8f0b4ffce3663af7c57d1fa0f25,CProgramFilesx86,0
30b1d93f279054ab481ec62b9f9e00910898d9a9bded3461cf2b6ac9237c1ce2,CProgramFilesx86,0
30d134a8b8bfb8e6d424260bbabec132ee3b2ccd77b237511cd935dcbcfeb7c0,cWindowssystem32,0
30d80dc1043dfc8e2427d6abc40bc0e52f7e1ec9fc58fe13aef63a174ee353d7,WannaCry.PE,1
30e149d7b6fcdbebb26111670e103f3144a3fc3b2e819e461b0a0f455c349039,LockBit.PE,1
30e332312e68bd0990f6c07067b73505e2af03693b3c0accc277c680ee963113,CProgramFiles,0
30e3cc167d47b46d5f8e9132025c8ea8df898220a323a66a5166f1a04cb929a5,Dridex.PE,1
314d9b0162501b31cd70c938ce3ce5ae59b26543dac9e96b69b8e7142cd9ec99,CProgramFiles,0
314dfdbdbe03b5393639ab0a3470593c4fc5366ee9e4d19c780a8cb20580665e,Sodinokibi(REvil).PE,1
31975f0adbe256e3a97073b610b8ca213a511efbf000f40d1d253b2fe32197b2,BlackCat.PE,1
319c31821a7717108c1c1124fa8b44bd80d6b3d69abc2b5744b0ebd92bdb7283,BlackMatter.PE,1
31a9f4c9e22118c1021332ff7992d563a5f25424784bfd1d18081d11f05a3677,conti.PE,1
31b40db805cd576ad58e6c755e17326a88d40b4ffc076fdc056e3e201825f874,CProgramFiles,0
31beb2bb29c5c3117578355deb0d6fd7130ffcfc63acabc3f85548644e147fdd,Sodinokibi(REvil).PE,1
31d74fadf6192e8c48fb6c0e41648ec457b899904cc2b11c189916c66bb06e0a,Sodinokibi(REvil).PE,1
31f5bdf8b24804ca075d05e5df87ee2a3824e5ee81f329440dfc0cd37238ed9d,cWindowssystem32,0
31f63907fcd801e6f6c91ba26eb0b655ad9e19de417ab280bb695b1d07bd6f05,Dridex.PE,1
3276a2bf25caec989a7f0d64a9d8020bdae2e5a79b48491af5b947a11d4d7555,Cerber.PE,1
328b2ad7841596dbe852560004360607cc627ac02e7f57f1ef3a3f10b70f4c4c,BlackMatter.PE,1
32e64184e503cf075157e9862b4fd4f60d6688f9651552cc11db59d866781d05,CProgramFiles,0
3345339164cf384eff527b6c3160fea8d849a4231ec6ca80513e3a739e505168,cWindowssystem32,0
33641e906cd28a43815bcf354a60d653d8f41afacedf7f1b44740bf252bf6efe,conti.PE,1
33b56eee8d89ec752413ade6aa4376ae801976764c0c7cea5de4a253a3a9ada5,BlackMatter.PE,1
340cb85c8dc05067045ab20a842cd3d28598097de1c99276abf17fcce846ab79,BlackMatter.PE,1
3494909f890da6a3538d5cbdd4d940f36012fddff3265111b79a1deca22f52c5,Dridex.PE,1
3521acf3e4bfbc75bef005ead909ccd4adb45dcc922f1fadc326d9137bd6472b,Sodinokibi(REvil).PE,1
3555666aab1f73dce4fe93a9ad3b7b9044908339dab719cf75e25fc6df2859db,CProgramFiles,0
3563658e0b6cbfb7bc7772e9b005af1a8f8735eababfa2abbf05c7aa141509b1,CProgramFiles,0
35865ebc2805d5255b743976a1369a01c019a9d9d6fe1fdac96826047ffadb41,CProgramFiles,0
3598d7702265ce97ab719d9096f766c773d2db8a5b3a1d1335271bc9496a7341,CProgramFiles,0
359db57ec20156d7eb7764561c53afe952a0ed10f85d32d1ea90d60721b528fa,Cerber.PE,1
35ba9a52a8e04c679bd651d31b600d7c2375114ba88b0302d58e0360f058f272,CProgramFiles,0
35e911e226270519d5292dc71a86b9d134fcdea1611897d19ad2e6cffa4ada1a,WannaCry.PE,1
361ff22ebda2976e3ff486adec9b7e10d77f5cf47b296ee1c5e166d4c29a9702,CProgramFiles,0
363b8713fa608b54832c5f78e17331d94f0e888b98a0337467b5b1a5a18e7b75,CProgramFiles,0
366f0073132cf72d3823b94a7b120e11de23b45093e724f4acd1e3bedfcf3948,Cerber.PE,1
3698bbd230f354b2cf4c2a3749b0a05bf4138cf16a2ee655607ed9774004eda7,Cerber.PE,1
36d0454db1be7dd270d1c4184459b8bfd06ef355ae797ea2948db87d3b70ec6d,Cerber.PE,1
36df88b5805f44ecda60db2a10c6d9be9abb6a61cf69cbe36eb94c5ebf931062,CProgramFiles,0
3717106c261fcbc6ffc6451735b34ceb114af5d1d3fdd04a36873273b404568a,Cerber.PE,1
3785a33ca05741812f487783ef753e896833bb8c2c9e5ec486945f2808408875,phobos.PE,1
3788779d172d5c19d54a0039054be80d2c3ad521638999c945e7b433e34d555b,CProgramFilesx86,0
38026ac9a86058ee0aafd84e5526623943452369f329b49aca75a50e07c9df85,CProgramFilesx86,0
383ecdd80f2803f1ec02bf432880e336e39fb0147035dcc6fdc6ee92f54e15a3,CWindowsSysWOW64,0
38409be567f98d71c701d89bdad2b3d787bcf6b13aebf52b903d93e7ccd5c70d,BlackCat.PE,1
385dac0f28026d078da302cd7ad9904066148c8f74ba9e8c8bb9c776036b878e,phobos.PE,1
38748d0c1a99f56a7aae525a9cc4e64eee1a04758a14ab505ed0ab432f965e9f,CProgramFiles,0
3881d84dab0e653a99fd74a9244cfd3ab122fb21be28cf0e0550e632b707cdc5,cWindowssystem32,0
388d3b1d44c525c661768fd0ece6fca04be2a7518b21c3cdf172edde4640cb0b,CProgramFiles,0
38a92df41172706232e1a6abf2501cd3559b08a596509e706a418b04170efb60,LockBit.PE,1
38bf8e3cf47f57dd4b93c96222547fc9bf2c9b2b6268602b3571967206610c10,cWindowssystem32,0
38f77de6656d505d807993a6a2866f5291ddbacb33533db304384b05cf140ac0,CProgramFiles,0
392a18d1d574e11531c0c3cff7df52b98f4b7cdb053d7926e0281a229e97caa3,cWindowssystem32,0
394f25bf1e17c29862a9d1a37d7833979b4d874b7fbcaaeae6d999de6db0ad47,conti.PE,1
39567fdc28127adb4bd7753b245b0cc6ab7a6bd801712c750c5aadeb34f5fba6,phobos.PE,1
39599f508d1a736e2286fdc315c6e3acfbd2c7a4c474b28df2053b8761d66538,phobos.PE,1
399f89d9cbf28ff99a91488ddfb530eed8488580c3d980c9f203c2c7f03d9d08,CProgramFiles,0
39a1416e1ec8ef2ad8e579b4ecfd2ebda0a2dfe485ebca9ecda144f35e6a7113,CProgramFiles,0
39bc3f7302ef350aa31b0aab05ac10ce9573dfa860c8a086be9b95ff4174af5d,BlackMatter.PE,1
3a3dcbcb0f35cd24791fce844d1fb2b502adedae2d3b31e62e924adb9021cf9f,CProgramFiles,0
3a6197e463cf15deae5d69d453c660ea4aa84a616d1869415758141bd2fc9884,CProgramFiles,0
3a89b07d2b70d7f9405a02a5031db63e69a832904c3142f4e1dacab73f52d75e,conti.PE,1
3aa3c6b57d56d9ba084ae46ee60688f1bbd8c22e34c57923596ff1d505953236,Cerber.PE,1
3ab424f5f8ec590d46a97a31664505b84394f6911c1ac0379bc9d8fe8bef52de,BlackCat.PE,1
3b117f40d93a8b9912733321129d3217ee0b524bae4733506353d6b93216a55e,CProgramFilesx86,0
3b1fcd9300adbcf63ab7f78bb1c4b4c7d32a37dffa337e649c56898f6625d200,conti.PE,1
3b3a4af71811469c0e46d32bb4f7669b4c77a3cc3f2dc61f79fd83c6351abf7b,BlackMatter.PE,1
3b62333721c26762e41bc5ae44c9b4f5eaf8989f3f1a69ad0ae28ad061fd174b,cWindowssystem32,0
3b87e988841ba6cb70298d99ed4a35fca7104217e445baaeb4b7d95d30517b6f,BlackMatter.PE,1
3bb769254ea0ae84c30fc00697731b3494c78f45630cee50db1f8eb99848f360,cWindowssystem32,0
3c729c08da054834a6f7c6287539670d5a4b64a37017b03536d5e2ea57390fe7,CProgramFiles,0
3c90153d0ccb4adf6944100868758e2dd97a076ff395df44f82bfb36a19af05c,cWindowssystem32,0
3cb26730b926b4a09c618f49982db7ef01287112a93971845e6c29f2830a68e1,CProgramFiles,0
3cc13dfa69a6c9629285d75639439122449ddb5ca7a95dd0beaa560adc98d516,cWindowssystem32,0
3d01c11bb0f519c4c69c359a9c618385e9eebd68797884b1e86d00eaa0bb4897,CProgramFiles,0
3d1c84156429e94369ac57e33111f382eaca60c49ea2cc7444531001206bf551,BlackMatter.PE,1
3d4b25ed33539ab2e7fe7400720b816f4501db0ba11d864e6ddd46e66f812023,BlackCat.PE,1
3d54a269f78402d73070e2b3b01cc7fca81a79dd03d59279e51a1274b4ba9575,cWindowssystem32,0
3d97ca7652895658261b354169099ba15e926359558cab02e0ef105eb5182bd4,cWindowssystem32,0
3d9b132812d7940cfa7b65c89d3a4e7bf88c255c11a3468023b71edeaed76f1b,WannaCry.PE,1
3da9c31f0bd7d1cce6e43207fee5686261a88784ce3107d19cd12f5b2f1a0695,phobos.PE,1
3db8d7eda881a10c48bba23b0b85ca0b63e6ea990574d531d3a3ed01eb3511b3,Sodinokibi(REvil).PE,1
3ddd734466fe5b28c540ce4b4bf22bab3ea084b4eed04df2e613d15e44ccd36b,CWindowsSysWOW64,0
3e6c482ed960af386306e0e1b49d8012f8f81cbe122dfe136f6099669e429454,CProgramFiles,0
3e9e30be6725f28207ebaa9e8e17f6d972e46de354c3fdd5ddd87f0bdc1f93a1,CProgramFilesx86,0
3ed59bc23b5438cddde628660d1c212a2acd643c7e1454bf7e298e9993f24a2c,phobos.PE,1
3faddd26e5bcfe9b06fb1d55db5cbd20a2b3804b5f04b290cb7ea6347c41a003,Sodinokibi(REvil).PE,1
40efe8a79c70c6cba78c29715e3c1d3fc8e416689afa1cf62e8ebb7a0a4534c1,BlackMatter.PE,1
40f11f00c8ef49cebe83463a8954686abd9b16e9d8c7c5d3c4a7983f365190b8,CProgramFiles,0
41619c029261c82739b058915dcf370ba47bc4b158f7fc7b59fde0f0f765b337,CProgramFiles,0
417d08daece4facc7f1e48d2a0bcc16a992be31fedae3715206face81e345e30,CWindowsSysWOW64,0
41a0e8fe40292fc839042ba0dee3e4fb3d16654e987d7c0ff04b54eb668b4ad8,cWindowssystem32,0
41dff120202b582da8d411b81ef615bb92ac3aebb506953a01c5320244d442fe,phobos.PE,1
42771e6de4da0bb190214fd9c844c5a8b5a0e317c218401ad70972b4dd448ae3,CWindowsSysWOW64,0
427d8985a6d1c47c1149eaaeacc4f8bf826c14183a13560cd1d96e113524d19f,Dridex.PE,1
42c9463946a8bf2d0611e662ea130793c50002347fb230f9acfb11be231b6898,CWindowsSysWOW64,0
42f1ee115c300f4ba11cbfd2bfb8374ac656d0f49b59f114dd800cf7acbf4156,cWindowssystem32,0
430451a998d3cb251a29de150af8aca0637942ba6a10658d2ff439a841c0db45,CProgramFiles,0
4361f244fc57bc5cddf67f22f7a72dd15fe11a9cea1ba0de42a130c66ffce615,CProgramFilesx86,0
437a851f53c1eaf6dc412563cda10743190ad58cad0c2f15d07ccac100291dae,Cerber.PE,1
43bdbe002843ba72efce79e2c8f15fefc742452790187c2082643f445ff452c5,CProgramFiles,0
43ca4b18ef497463e498f5729dca3768dc8c55a284b6138b6f8e15cdb9b12260,CProgramFiles,0
4441c2382cb196d66e833eec52db4356220fff2ff5086c0d123c8252a1a3b8b8,CProgramFiles,0
4499f212e8a874d07180c6f857540acc6718aa64331b54b4beca14ea41d31284,WannaCry.PE,1
44d9e7a95c7b4814b1e36b7e3ebd1f63a1a2c61d342433a3e7d65ee58e2b9ccf,cWindowssystem32,0
458616e0505bae0ce894ea0e03eaaf6f23f10ae58651f6a999dc8ed82d33232a,CProgramFiles,0
45b058f15563cf9b3467e23895e17f0b80f8f45628ef82371ab5850b3784c0c0,CProgramFiles,0
45b899daf0f2a341f1d4b40c5a5759e96e6da9104527c782a8ea1e097caede65,BlackMatter.PE,1
45bc7ebe633375a003d332118e937467b19b1a43339d9d6d72bfb64bb4f16cbb,BlackMatter.PE,1
45e7c759ea5927d3afdad732ea7cb41e687e314699e40d23970b63b4304cc2d9,CProgramFiles,0
45f1b688df94b844107deb69053edad9526a6a6bd142a2f1fdef1af325db78f5,CProgramFiles,0
45fe96154b5d6f031bea116178cd1fc7cdd05b9b67e69b241582ced8f6599f6b,Cerber.PE,1
461d20b415ffe612c354f066820de4c6cb55105d93b42f9bcafbb97629376b45,CProgramFiles,0
468c223caff91b76426c966a8e57b09a69d5c30b5d6d142fea99a6a3a9e6680d,BlackCat.PE,1
46c6ad3c6da549f85e13f5affed57da7d97b4a82230e38d6e98b1c5331acd74f,CProgramFilesx86,0
46c985df6910eaa8356a474deff393cb56e63fd210852571a253284deaf8cfd1,cWindowssystem32,0
472e866acefd875789a08413327a4724ad2e515655f2810aef343204b5572b66,CProgramFiles,0
473e7877fb12c3470ce03c1b57496e8083aa7abaa5e156d1197b357f6434854c,Cerber.PE,1
474001b813b5088de7195d3d70c0e18d0a799cfd78a5b9088a85581cea8c2fbb,WannaCry.PE,1
475b9371c25a90a079829ad19c140936c6a7b65e49d2c35483550f51ef9258c1,CProgramFiles,0
47725cd02a03dd9496f30d0f68310c40958e7d8b7c360448a855862333219952,Dridex.PE,1
47830a54b5c0adb2799bc3ef39e90ebdb45457da5aa0b38bc167f644510491ef,conti.PE,1
47872cc77f8e18cf642f868f23340a468e537e64521d9a3a416c8b84384d064b,CUsers[YourUser]AppDataLocalPrograms,0
47ca7f34c8286d37b49a2cad05b9e374fe6ffac9027c8f931f8fd5b4b65c9c2e,CProgramFiles,0
47db3141c31aa20aa15ff9e6d39bdf706748026b6e31d2321a6839d5d7149471,WannaCry.PE,1
47e00908d4d0a93a5917d98325062d80d01933776997e96260860ce02a59bb15,Sodinokibi(REvil).PE,1
47f2e8fae0db738d56d85950783af7ffb770e16cc49689e831ef5deab12f4103,CWindowsSysWOW64,0
4849f237ad57c68f368d1c1e14d41d6bc0c687c9348062aad1f0b810c16e6e41,BlackMatter.PE,1
48b44859af71133c74f017da172049cfac58064225da460d36201b15a4d34dea,BlackMatter.PE,1
492b8eaceb0ed88383785403cc1419a4a5e566afc9b9afd0788abdc1141fa73e,CWindowsSysWOW64,0
4961e716918c93ee77003192011bb24f25c1b59d83d26bad9e23ca65f1567087,cWindowssystem32,0
498147b7b73234efec44fb4496e1e3f3d9e2bf55c9dd2b507cc5ffb927577610,conti.PE,1
498a2669c9626005aa4509e54a04aaa560f111977238f24adf06cab2364daef5,Cerber.PE,1
49f096cbf9337b0a80bde835d29be41bc9371057c4ff6c72f8a36158c29cfa3a,cWindowssystem32,0
4a3c5f67386fbd045934ee7061ed00ca43a0ff7969843b099bcf8a9f0f2cfd35,CProgramFiles,0
4a7d73a7dcd3fc58dd2afbcfb378fca389cbf891835715caebcdaf8503d28817,Sodinokibi(REvil).PE,1
4aa918abdcaece25e302b30dec972b54b70c01cd231631a258db5fcce00aab95,cWindowssystem32,0
4b359b493202cb3c6f0d81b7a11483be0c3e2f7d254e2a389010439bff249927,cWindowssystem32,0
4b5823d7169938c795838467a45a526d1fe6eaaaef3c4dc1c8198c2d6f4a828e,Sodinokibi(REvil).PE,1
4b5a6d2f58c3068e1627e30b8044d318d73b2d2ca00ed9d0c0b100371d0ba07a,WannaCry.PE,1
4b725ae3dcf656e3d17487f0cac0e971b80ca53c70adea08d124f41c51343953,CProgramFilesx86,0
4b72e35b9b1ea5d33fb7e15a2961cb453617a4ecd0da663e450198be7efc1eec,WannaCry.PE,1
4b85498440df7bdac01da8b60d9b541c232e243bc340495cc8fca263a182690e,BlackMatter.PE,1
4c05685e9b9ab48e0da1a67ddfc6ff73a0f54e359beb5534a689ae0a876e8f93,CProgramFiles,0
4c301e2bcfe58fe11d35f1e4255a24d226e6f3a5a860e5c301a2f3971cd99b60,CProgramFiles,0
4c5f87c13f70b1b3a22bfca4cbf248b8fbe5f72e976c5fea6a2314a0cf03b5fb,cWindowssystem32,0
4cc5d20274af2d9ff677dcda6be34f80459f6123dc41a9518c16a751fae7f6e4,CWindowsSysWOW64,0
4cc729b554326ccc62205d46b95353dcb34cadf095b904e941814e902e0925b2,CProgramFilesx86,0
4d37a2402c4fef6167aa9598ccbd19826ed1b41e3443a529e8db8d561d79a447,conti.PE,1
4d3dee407abc35f94b78dc83afa42ec7b907230cec98f90a623c26fc6c5d38f8,CWindowsSysWOW64,0
4d5a8fa032014958854fa62c7d213f45a279817cafe92acc8695f2c666a8767b,LockBit.PE,1
4d76c6313112f25f52d78afcb2230acd720282801074150259d542701e26bc67,Dridex.PE,1
4e04038ca2e44f46dc8206ce1c4f879ed915dfd9b860d7c58d8ef1dead0f1387,CProgramFiles,0
4e4768f44045b2f90350a1e9f1d4f3ff773972afdcbbb4547d027cfc8b3debbe,cWindowssystem32,0
4e87cc2c2beba662a1a87bd68082af0a6685be3b35a057d253aa181815a4a801,cWindowssystem32,0
4e904843b5f6637293ad1d2b740c59898b41dc56f14ccc88a6cf39d8149bcfe0,CProgramFiles,0
4f05db541562729b11ad456045a476b846466a30bc5dedd0c907412c894a8496,BlackMatter.PE,1
4f17c5f3af74bd33cbfa9764a3f8ef90230e0292fbe00826cc215f6d45554ec8,CProgramFiles,0
4f1cb6ada551b883244c1523a1490f767037c1d9aa4e39881c10f2a6c08f81c8,conti.PE,1
4f394c302cf18cfe11f0a40acef2d4fbfc4a5e27960953bc3fe9ee25800cbb40,Dridex.PE,1
4f8c057d0349b65e76f837c48be802352dabfb9b7367c42925eea405da6e1a13,cWindowssystem32,0
4fd1e8092e4cbde7337736bba50fd89e0f9e84063f6a67361f81dc4b8ccb3d29,Dridex.PE,1
4ff4622c0b0583a3254aa687e633839729321b7d7a42f4f94695220b2a346240,Sodinokibi(REvil).PE,1
502cba60316b8cdbe4bc014310adbd78fdef306d36a1a509885236c094922774,Sodinokibi(REvil).PE,1
504ebd6c0d125fe361d27b5022323231684ef3418636cda128ecc2a6a8856f94,phobos.PE,1
504f96d739676932ab96b620a2698c69147694564de71743eff88589599197fb,cWindowssystem32,0
50984fa23a28ed834ac9294712315ec37c8f520ef87961187bf58a428584df8c,CUsers[YourUser]AppDataLocalPrograms,0
50eab7d56be309835e1732bca8390be86d0262a38067531ee02aba0e9d3c04eb,BlackMatter.PE,1
50f80035099407ba0702a906aadcd99e63fbe342052969274a657a0339909e64,BlackMatter.PE,1
5169499a0effde5a21e73218ccebf11f99381b53b742174df549cf57fb5f6363,CUsers[YourUser]AppDataLocalPrograms,0
51b74681ac060d2e0509e503039033074cefec0c294af1de8745133c605f49cd,BlackCat.PE,1
5243bf8d30a966ec55910404c46b3d8b82d3bc0c0a09b874b3c8379b0387908e,CUsers[YourUser]AppDataLocalPrograms,0
528e1cd1223fa49042ed36d0bd3891e54d5fbd2f3a842517f7233a99ca315fe9,Cerber.PE,1
52b8ecda329b17b07cc49301c1317f9d8b1dd7a03ea9b73c84972514e34e35e1,Dridex.PE,1
52e0a4f2fff35f8c0032d3c8aa66f4189235e62b8821304dab94fb596e448a18,BlackMatter.PE,1
530e19f74019c501396927a5887dce0b3c5148f6247c04ea1fabeef001af6186,CProgramFiles,0
535868cff96b4eefbf95d5cbbb41d9549268780ea06c0265e0266047b702e044,WannaCry.PE,1
53aa5cd18a0a2cda25f4ed98f5a67d86e87e030aa41b9b17163ecfb55ae18af9,cWindowssystem32,0
540a453408d0d7cbd1ad415a770d143e8b2d5d425b7f0cecd84c10cefa5b7bd8,phobos.PE,1
54133dc1a47fcf21014665806523f9495e0d9ff5122fd29c0db0c93593dcf5c4,BlackCat.PE,1
545f9356969c1d50e6fa0def359900f84553a7fda29edc55693cde8b399e52bb,CProgramFiles,0
54661fa7d86c1597bf1efbcce298a6b871c867230fcb6819ea4ac32396d1543b,WannaCry.PE,1
54746c5aaa34122616a276140878d53e6609ccfe1b80508c5bc6880425f42415,CProgramFilesx86,0
555add902ee1b2791e5b699f58611a8c0584821b38cef8c3897be0963f7b2965,CWindowsSysWOW64,0
5561caf0fee54f22bbf3b7190dcb350e64f637078c7e9af892465c9d3e9b6711,CProgramFiles,0
55b53ed03950f0b32a12dd743c6133842c182d262083eb31d1b4c5fabef02c73,Sodinokibi(REvil).PE,1
55ff08d0c86e191d33f8176d6caff19259a2eecc407b773f0c2b332c9afb30d2,CProgramFiles,0
560a3021512f111ae4276e915aea5fd665866de7e39b1a98e1420840e0e1cb1b,CProgramFiles,0
563d6f604ab60537590e33eaea5332c8b88876b7a09731bf1ce8a218f561974f,cWindowssystem32,0
564ed254f6fb168ef4fd25e9e7c8219aab0dba40f4a49d0c80d87e6860dc2330,Sodinokibi(REvil).PE,1
5686ec5bbeb9541149e4571b888bb97d55f0b674ffdc53317b3072d8f27f27aa,Sodinokibi(REvil).PE,1
56b138ce3969acd1527f40f596f981fb905c6cb3aef7652f3eaf6ffacb48d7d8,Sodinokibi(REvil).PE,1
56b52ca8520fa0ad0bedefcd3195a892270f899ddb71f16e64217aa8f9f4db6c,CProgramFiles,0
56c0bfa44f538b7c04d22546bbc642acbfca89ec1cab9c924422973d30fd6d6b,phobos.PE,1
56c287634ddb537136715243f93c45bf9eedbbc70d23e360474be44dbf97ba9e,BlackMatter.PE,1
56fceea5f3347b7c8e3ae874c6934e1b6a036bb4598c7763c8b52bdbfe0a546e,CProgramFiles,0
5782e4ed668b8bfc64a3e6026ff57aff47595bc6c233fc71671bb36f535f0d9c,WannaCry.PE,1
57abc26ea926ae04e01baeb35b755b4ddd2732eae788fa69adfe909ea91ecdbb,phobos.PE,1
57b6fe85c925b8e0753dd5ff1e0818ce927233c855ece5c503f90e146458cd5c,Dridex.PE,1
57e5d7027f3d12d9c95eff4f67505e56ac989687782cb95c1c3dcd1258f70d56,CProgramFiles,0
57fe3da1dbe4f0036fed10933fa7daaea17016b9141ab3df1cf5b0b0f6e1eca3,WannaCry.PE,1
58acb10309e27f371670f1c0d66464521b4120c4f91cafac7af1db216ad46666,CProgramFiles,0
58af57aba4c2181545496e91ba32d3ca12d597cdb44a60a86449669f2b25f7b3,CProgramFilesx86,0
58bd3f526589fc2e7551cc5cec91f7042d4330e6ba061ae0cf9f29202d90151f,CProgramFiles,0
58d0ba99b69ad76270687a8cc22ca364fd13ceacbfb3a4b9234415644ee075f8,Cerber.PE,1
58dc2ac065880a93817322bb6c57498afb07da4dd535f4f9cf0427eb87b2f40c,CWindowsSysWOW64,0
58f419c2927cacad3c535c380ebb47d4f6d66a667d4d95b6ad96214b9be221e5,phobos.PE,1
5923e8d1eb7722dbc2f1cb12a9f207a50e0b1fecf4f28f5f947217881013115a,Sodinokibi(REvil).PE,1
593b9490d98a991bb58893d57bc6db48071d4ce255ee72e4c45ef7c7a45c50b5,Dridex.PE,1
593f5d2dfb14d2236e8007ffccc231542a91561f0dc1ef4660eb739c4ba8a0a3,CProgramFiles,0
596d91b9333af1add3c9e469a5e03550c801086955f6cf1df3bf897e806dc20d,CProgramFiles,0
598f34b159cba25b3dd9b7bb9feee6ebe735b31d90b4624fbeac8561c161bdd7,BlackMatter.PE,1
5993432f60cda70b663d22143b72afd9bc9c3b6e8f63448714b4f10085c5dda0,CWindowsSysWOW64,0
59af353c252a457e2089d8da3c4aebbee4a067b5d5cd23d1c8145aab32b245fc,CProgramFilesx86,0
59b8ae7a0a4a2ca279d2ba4c2934612dce85dcfb685507f48ac999c54cebabbd,CProgramFilesx86,0
59d02248c39ffe85a24ecfb8d4f7e3b2eb366c19d27ffdddc16b41d747c95708,CProgramFiles,0
5a58de2098e39b421f3e5ca3a204361d2def8f005163c7d0677731ece5f36004,Sodinokibi(REvil).PE,1
5a7d8d5100e1f93776100e1d36a5b79f4e29fe842d6b7186165fadef6d69a6e5,Sodinokibi(REvil).PE,1
5a8196c270d57d6b196d200c7b9f8876a5b980dd136d0f9e8fd858472e5abb1b,BlackMatter.PE,1
5a90ff0fc0d283786928daebf2330c6851d3f5c7a89d1113ca2f7a2c05ff2f07,CUsers[YourUser]AppDataLocalPrograms,0
5ac2d2fd54d1e1df2d9230975756ae345050dfc5dc6f4b6afc4ed81110e84ac6,WannaCry.PE,1
5b0147a020e473e518f93ff90978fe8aab9b67dc98a6d2603ea8910ef4a4751d,CWindowsSysWOW64,0
5b164a9a85807b0f948137aa56937aba05fd88741367077c252c0b2d5ea04f86,CProgramFiles,0
5b30c2ec618b4ebe7b3b916a343958cb08046e6570441b13fe0bff4cdc538a44,CProgramFiles,0
5b3869a6ae23a6f84addd9795e2484766939d5351095b2ab5a79a34f9a7ee3c8,phobos.PE,1
5b6c5aec88115cf941cdad4da286b5e7b8011c53d321b4d7c3e822afe4300619,BlackCat.PE,1
5b865c28e7bac2e2f682834c8235e65c662d50da7c2178c5963815e42995cf08,CWindowsSysWOW64,0
5bfb12737cf2aea01caa4ea54a03fb5abc7407bf6e9aa723661b61e48f736ba9,BlackCat.PE,1
5c7cbc60bbc6b20995300a566dc97d351bafde9e9e260a45bf88924aaef8d0ef,BlackCat.PE,1
5d0b33303050c6aa3e0ba733e4404343344dcf50b499f48f57e08faa73ef8377,BlackCat.PE,1
5d2a5f48bbb232d797052be6e309ab40d2b60827f159180b4684c52f97895501,conti.PE,1
5d54a5e7230baf2b80689ee49d263612a6011bc46ec52843e7b4297e9656d32d,CProgramFiles,0
5d5511f7fae8e0b554b8c3d0d1056b30de06695627e38d6644713249a56574df,Cerber.PE,1
5d5642fc0d203ed761c75092d8a21850feae8d58486cfbd67e9ca7d47a8036a9,Sodinokibi(REvil).PE,1
5d65468b1012c2d0f78518483735c9505fcab527df3e323eb4f7a2cb16a1f1c8,Dridex.PE,1
5db95e219415b9decf29c8d0905e1ac54623607b9b66619966180669ce2298cb,BlackMatter.PE,1
5dcb125cd9fbecf2e0b39c40073247bfe703f51e07ec5ef29b160c44bd9854cc,LockBit.PE,1
5dd8802c4ca6ed938095dcbf525c4baea27596b08eeb5ac354a1a2f206feefba,Sodinokibi(REvil).PE,1
5df2d20b2a2be41cbb5c19de17872ad922f1f6409fb031549f2fc06870474099,BlackMatter.PE,1
5e556765b120c8a933fdc7c76edae0e843cfa71fcc3d9ad4ded2913d19a7e63d,BlackCat.PE,1
5e77da2b169bca10a8d4500c3f3da07cfb1db5dedf182ab0d93e170096c7f016,CWindowsSysWOW64,0
5ebd0c8a80787600283de916afc22a0d8c851592cfaff3c5f2ee8324446b0c5b,Dridex.PE,1
5ec7c9ba44f220d38c2b2bfcad390130f1ffdaa589cfaa2781b05661cc2bf255,Sodinokibi(REvil).PE,1
5ee26939811d113cbe1af2e934318d6c246d7db0537e7ca908eaa764e55acdbf,CProgramFiles,0
5f411c0bd9ed9a42b0f07ed568c7d0cf358a83063b225a1f8f7da3296dde90f1,CUsers[YourUser]AppDataLocalPrograms,0
5f6a86f07c7ea99c449f9e9bde44f21366b894725b65e75c96d668d486794378,CUsers[YourUser]AppDataLocalPrograms,0
5fc44d27f388435f2d00093de5af7a837f0ef50114cebb59acb378dcc843a126,cWindowssystem32,0
