filesize,e_magic,e_lfanew,Machine,NumberOfSections,TimeDateStamp,Characteristics,AddressOfEntryPoint,ImageBase,SectionAlignment,FileAlignment,MajorOperatingSystemVersion,MajorSubsystemVersion,Subsystem,SizeOfImage,SizeOfHeaders,CheckSum,NumberOfRvaAndSizes,sections_mean_entropy,sections_min_entropy,sections_max_entropy,sections_mean_size,imports,imported_functions,filesize_shap,e_magic_shap,e_lfanew_shap,Machine_shap,NumberOfSections_shap,TimeDateStamp_shap,Characteristics_shap,AddressOfEntryPoint_shap,ImageBase_shap,SectionAlignment_shap,FileAlignment_shap,MajorOperatingSystemVersion_shap,MajorSubsystemVersion_shap,Subsystem_shap,SizeOfImage_shap,SizeOfHeaders_shap,CheckSum_shap,NumberOfRvaAndSizes_shap,sections_mean_entropy_shap,sections_min_entropy_shap,sections_max_entropy_shap,sections_mean_size_shap,imports_shap,imported_functions_shap,true_label,predicted_label,is_correct
200704,23117,128,332,3,1478779392,799,252160,4194304,4096,512,5,5,2,266240,4096,0,16,2.675051808366929,0.0,7.757753402760642,66730.66666666667,3,8,0.046983287,0.0,0.48845983,0.043846536,0.4778069,0.57492536,0.10569247,0.19664106,0.0073338263,0.0,0.0,1.3220323,0.17893419,-0.005167402,-0.064233325,0.28228232,3.7123573,0.0,-0.75048256,0.048143264,1.7952214,0.33946884,0.14530504,1.6257875,1,1,True
991232,23117,120,34404,3,0,34,1200032,140702418468864,4096,512,0,6,2,1208320,512,0,16,1.861236480325091,1.6038327605259324,2.083389297356379,330240.0,0,0,0.030689057,0.0,0.3974031,-0.3829401,0.50775564,-0.30071795,-0.10200026,-0.098272935,-0.0053811744,0.0,0.0,1.2281384,-0.15904249,-0.005167402,0.17619008,-0.025821123,4.677624,0.0,-0.8039121,-0.17569382,-0.5741328,0.27707186,0.11627323,1.2222751,1,1,True
272329,23117,224,332,4,1469720445,259,16928,4194304,4096,512,5,5,2,286720,1024,0,16,5.034474757475707,1.8682017219198657,7.381467922793364,67712.0,7,273,0.4341524,0.0,0.54622287,0.07454235,0.7088828,0.5744147,0.09564176,-0.23951904,0.039585635,0.0,0.0,1.3604662,0.22547804,-0.010289973,-0.058276486,-0.05049769,3.8277137,0.0,0.6625123,-0.2228032,1.0693288,0.568396,-0.13422047,-1.0677582,1,1,True
149504,23117,232,332,3,1599377372,259,93712,4194304,4096,512,5,5,2,167936,1024,160038,16,5.98542418112892,4.593977658336991,6.858699193362038,49493.333333333336,14,208,-0.08214334,0.0,-0.049806677,0.07454235,0.59891176,0.6963878,0.09337063,0.024306903,-0.004090905,0.0,0.0,2.40866,0.29289633,-0.036369387,-0.09656282,-0.05109199,-0.7775121,0.0,0.9192015,0.5258646,1.2228712,0.5173074,0.7750303,-1.1445074,1,1,True
4232080,23117,312,34404,7,4110013206,34,240208,5368709120,4096,512,6,6,2,4263936,1024,4249238,16,4.731548127692814,0.5703483918359333,6.272208296682661,602916.5714285715,22,485,0.12841807,0.0,-1.5422179,-0.1487014,-0.12691557,-1.2289797,-0.06932233,0.10432872,0.027157243,0.0,0.0,-2.2045038,-0.46552974,-0.036369387,0.37828967,-0.08869265,-1.3246562,0.0,0.20670614,-0.5584506,-0.08980718,-0.123277806,-0.19618312,-0.6265429,0,0,True
3149824,23117,128,332,9,1663723368,814,5296,4194304,4096,512,4,4,2,3178496,1024,3188783,16,3.5666454025066465,0.0,6.924681883944187,349866.6666666667,14,231,0.06492732,0.0,0.954392,0.061750494,-0.18745553,1.8127408,0.11957158,0.47096917,0.02275506,0.0,0.0,2.5941362,0.25851056,-0.010289973,0.36434883,-0.054129526,-0.6139456,0.0,-0.6948946,0.34311777,1.0618501,0.4870403,0.5618756,-0.87503886,1,1,True
521896,23117,272,34404,7,1747893519,34,105360,5368709120,4096,512,6,6,2,520192,1024,542636,16,4.352041616512659,0.0,6.435459771174889,71460.57142857143,5,89,0.049289785,0.0,-1.5354567,-0.18150584,-0.1290552,-1.5185217,-0.08231354,0.06632895,0.051731683,0.0,0.0,-2.1483245,-0.48280996,-0.010419738,-0.040984847,-0.11161559,-1.6501951,0.0,-0.018627673,0.09426713,-1.7355783,0.32183504,-0.28041235,0.20783816,0,0,True
4698720,23117,336,332,5,1751072775,290,1643149,4194304,4096,512,6,6,2,5259264,1024,4715630,16,6.151257631524206,4.6791782169585785,6.767455271227544,937267.2,14,330,-0.037384465,0.0,-1.9432762,0.041682854,-0.011258136,-1.1295444,0.18743268,-0.31582665,-0.0017043352,0.0,0.0,-2.8320057,-0.3289056,-0.036369387,0.18607008,-0.0788484,-1.4406093,0.0,0.4235402,0.9387282,-0.022925708,-0.17105211,0.25275785,-1.063789,0,0,True
148992,23117,128,332,6,1662686821,258,103535,4194304,4096,512,5,5,2,163840,1024,213193,16,5.943567228049029,2.933736131095884,7.987123528687382,24661.33333333333,3,24,-0.23340727,0.0,0.859722,0.032479312,-0.06989554,1.343113,-0.10749145,0.14979157,-0.0041329022,0.0,0.0,2.1767888,0.30744195,-0.005167402,-0.12533085,-0.053772636,-1.0197655,0.0,0.8720887,-0.3782786,2.075426,0.55701685,-0.2013494,1.8830376,1,1,True
223648,23117,248,332,7,3833209170,258,107776,4194304,4096,512,10,10,2,237568,1024,272343,16,3.921424353276198,0.0,7.30339437279514,30427.42857142857,46,242,0.499478,0.0,-0.7549375,0.028544605,-0.1304622,-1.313205,-0.13713756,-0.055252522,-0.010911532,0.0,0.0,-2.2648702,-0.7484774,-0.036369387,-0.22409877,-0.056532986,-1.0800996,0.0,-0.056871127,0.11367477,1.7514102,0.29404062,-0.2766462,-0.859673,0,0,True
152064,23117,128,332,6,1662686821,258,103535,4194304,4096,512,5,5,2,167936,1024,209700,16,5.920327804744229,2.933736131095884,7.987500124069143,25173.33333333333,3,24,-0.23340727,0.0,0.859722,0.032479312,-0.06989554,1.343113,-0.10749145,0.14979157,-0.0041329022,0.0,0.0,2.1767888,0.30744195,-0.005167402,-0.12533085,-0.053772636,-1.0197655,0.0,0.8720887,-0.3782786,2.075426,0.55701685,-0.2013494,1.8830376,1,1,True
84224,23117,208,34404,2,1752821920,8226,0,6442450944,4096,512,6,6,3,69632,1024,147667,16,2.924473341012624,2.0236749656665447,3.825271716358704,30976.0,0,0,-0.30220127,0.0,0.46390527,-0.2106593,0.26553988,-1.781548,0.11643795,-0.054002367,0.05479762,0.0,0.0,-2.4190853,-0.41806227,0.01763495,-0.18670349,-0.097945005,-1.5553012,0.0,-0.72965974,-0.60305786,-1.1768126,0.43538377,-0.09634494,0.37360746,0,0,True
182784,23117,264,332,6,1655233975,258,102312,4194304,4096,512,5,5,2,204800,1024,0,16,5.007709779141924,2.299802204550243,6.555224030836291,30293.33333333333,3,73,-0.12413813,0.0,-1.1358505,0.06691194,-0.09548813,0.95691663,-0.06787796,0.14844292,-0.0010811808,0.0,0.0,1.2830459,0.21483311,-0.010419738,-0.09195525,-0.04518947,5.479436,0.0,0.31321442,-0.25078127,-0.6782382,0.24518022,0.11161027,2.0931556,1,1,True
1355776,23117,444,34404,16,1581633033,8226,268896,5368709120,4096,4096,5,5,3,1355776,4096,1065918627,16,1.9890532083222827,0.0,7.761532764993887,84480.0,5,20,0.02467022,0.0,-1.3172129,-0.15263352,-0.5442673,0.7166821,0.18040223,0.14837739,0.06769507,0.0,0.0,2.2324755,0.22725174,0.03555976,0.30339745,0.5037884,-1.2845923,0.0,-0.7094439,0.26091623,2.0926561,0.17128634,-0.07517423,2.3736324,1,1,True
66176,23117,120,34404,6,1752781699,34,7584,5368709120,4096,512,10,10,2,73728,1024,105988,16,3.6742413508347247,1.2199503468066588,6.7646522688858335,8874.666666666666,11,62,-0.17670977,0.0,0.5761356,-0.14734568,-0.062476337,-1.85091,-0.049846463,-0.1051574,0.06991435,0.0,0.0,-3.262723,-0.7491486,-0.005167402,-0.20840104,-0.070904955,-1.2168307,0.0,-0.48102316,-0.5442929,0.32039592,-0.34196648,0.5122661,1.088834,0,0,True
270294,23117,200,332,5,1438735584,271,12799,4194304,4096,512,4,4,2,266240,1024,0,16,4.2356094228522405,0.0,6.471759151304208,9625.6,8,166,0.32441017,0.0,0.5642997,0.12799357,0.05350972,0.44475055,0.057742573,0.1317623,0.011164954,0.0,0.0,1.2935709,0.12670687,-0.010289973,-0.09608217,-0.045519948,4.36009,0.0,0.1446668,-0.010320579,-0.7927556,-0.70027566,0.02755655,-0.75041574,1,1,True
3828352,23117,120,34404,7,1752781873,34,2441552,5368709120,4096,512,6,6,2,3846144,1024,3886804,16,4.344357401530921,0.0203931352360849,6.281972110342261,545060.5714285715,21,222,0.1413011,0.0,0.6347993,-0.1487014,-0.10643976,-1.3959838,-0.10427139,-0.28286275,-0.064935304,0.0,0.0,-2.3369772,-0.4303369,-0.010289973,0.44466832,-0.07667008,-1.1043712,0.0,0.21903199,-0.5975357,-0.29373458,-0.19391707,-0.21548268,-0.40632075,0,0,True
5627888,23117,264,34404,9,1717438317,34,442832,5368709120,4096,512,6,6,3,6602752,1024,5688904,16,4.912450511413976,0.0,7.075066337390414,622933.3333333334,13,263,-0.023744794,0.0,-1.7858045,-0.2011395,-0.1786905,0.06278171,-0.08231354,-0.3804649,-0.016497321,0.0,0.0,-3.2101445,-0.46911213,0.124118924,0.28675428,-0.08247609,-1.2693924,0.0,0.2872577,0.11259693,0.24002422,-0.28625935,0.1722072,-1.0232528,0,0,True
68096,23117,232,332,6,1588019253,258,10164,4194304,4096,512,5,5,3,81920,1024,0,16,5.836706206031342,1.8603217532017595,7.729688787544503,11178.666666666666,5,46,-0.21694489,0.0,-0.060292892,0.036629744,-0.08702755,0.97098535,-0.06075019,-0.20966959,0.0022120448,0.0,0.0,1.5172461,0.25409067,0.03555976,-0.0735161,-0.03759659,3.8045938,0.0,0.618521,-0.2632165,1.5752417,-0.29648197,-0.0343683,1.9956021,1,1,True
54272,23117,224,332,3,1579796862,259,129488,4194304,4096,512,5,5,2,135168,4096,0,16,3.822029146466853,0.0,7.924514889616753,17749.333333333332,14,17,-0.1218642,0.0,0.47880298,0.035867523,0.46815336,0.9799891,0.047691867,0.11247292,0.0073338263,0.0,0.0,1.4743338,0.23496327,-0.005167402,-0.10820747,0.2604409,2.8542292,0.0,0.11080434,0.028464604,1.7482743,-0.7205982,-0.1058751,1.908425,1,1,True
998400,23117,128,332,5,1638356728,271,303392,4194304,4096,512,4,4,2,1007616,1024,0,16,4.848423386910184,0.0,7.404089173425256,199475.2,6,115,0.09976065,0.0,0.5208135,0.07989196,0.08715731,1.3711258,0.10569247,0.084656045,0.013711944,0.0,0.0,1.339438,0.1267685,-0.005167402,0.15434733,-0.062051237,3.0932372,0.0,0.35355416,0.06287522,1.5069566,0.5178349,0.019655049,0.15454327,1,1,True
199168,23117,128,332,7,1662686821,258,103535,4194304,4096,512,5,5,2,217088,1024,193780,16,5.663302518142991,2.933736131095884,7.9870810226399485,28306.285714285717,3,24,0.008432664,0.0,0.859722,0.032479312,-0.07975525,1.3669093,-0.10749145,0.14979157,-0.0041329022,0.0,0.0,2.1750154,0.30744195,-0.005167402,-0.12533085,-0.053772636,-0.9690616,0.0,0.8720887,-0.3782786,2.056913,0.55701685,-0.18860942,1.7130659,1,1,True
1162272,23117,200,332,5,1627166431,271,14937,4194304,4096,512,4,4,2,339968,1024,1219357,16,4.231358158053943,0.0,6.455441359045715,11468.8,7,168,-0.04863123,0.0,0.9187035,0.12799357,-0.012654129,0.83388376,0.071621686,-0.40315723,0.009186616,0.0,0.0,1.7534575,0.17333628,-0.010289973,-0.2829207,-0.06039948,-1.8611938,0.0,0.14710394,0.2544474,-2.0055573,-0.86666495,-0.24617335,-1.0390944,0,0,True
150016,23117,128,332,6,1663111857,258,103535,4194304,4096,512,5,5,2,163840,1024,162831,16,5.980382483551341,3.0389614741824005,7.987099186402056,24832.0,3,25,-0.23340727,0.0,0.859722,0.032479312,-0.06989554,1.343113,-0.10749145,0.14979157,-0.0041329022,0.0,0.0,2.1767888,0.30744195,-0.005167402,-0.119605064,-0.053772636,-0.9534728,0.0,0.8248211,-0.3782786,2.0835094,0.55701685,-0.2013494,1.8947783,1,1,True
163328,23117,128,332,6,1657794549,258,103535,4194304,4096,512,5,5,2,176128,1024,216253,16,5.953576126724241,2.968762169127684,7.988387548464032,27050.666666666668,3,23,-0.23340727,0.0,0.859722,0.036629744,-0.06989554,1.3348119,-0.10749145,0.14979157,-0.0041329022,0.0,0.0,2.1767888,0.30744195,-0.005167402,-0.12533085,-0.053772636,-1.0197655,0.0,0.8720887,-0.3782786,2.075426,0.55701685,-0.2013494,1.887188,1,1,True
329728,23117,240,332,6,3960203156,258,253568,4194304,4096,512,10,10,3,405504,1024,365226,16,4.229660010486302,0.5441024924429545,6.690744864661133,54784.0,54,295,0.30898035,0.0,-0.24713749,0.056799795,-0.10893186,-1.3809025,-0.1252906,0.041781627,-0.009041226,0.0,0.0,-2.2251484,-0.76397586,0.124118924,-0.08053275,-0.05531749,-1.2462245,0.0,0.035839085,-0.5348158,-0.46928978,0.2769345,-0.24753834,-0.7521849,0,0,True
177152,23117,232,332,4,1464934765,259,12192,4194304,4096,512,5,5,2,188416,1024,0,16,4.821686181199432,0.5998633347451567,7.614697101446196,44032.0,7,171,-0.1263836,0.0,-0.29290387,0.07989196,0.63278633,0.48666793,0.09564176,0.12068864,0.009621374,0.0,0.0,1.3874326,0.18572122,-0.036369387,-0.08516522,-0.053535223,3.810655,0.0,0.103283785,-0.19248924,1.5619134,0.2770243,-0.15840742,-1.0675504,1,1,True
331496,23117,256,34404,6,1728499486,34,11536,5368709120,4096,512,6,6,3,339968,1024,354733,16,3.4887253555693465,0.5324895658143383,5.922678221357452,53162.66666666666,10,105,0.31130412,0.0,-1.358511,-0.18150584,-0.1133051,-0.6781847,-0.06932233,0.08902689,0.07234754,0.0,0.0,-2.215039,-0.47292453,0.03555976,-0.15622848,-0.08816623,-1.4162682,0.0,-0.58660686,-0.5507082,-1.0177029,0.2738815,0.3901022,-0.04417981,0,0,True
180224,23117,248,34404,6,3194741478,34,103472,5368709120,4096,4096,10,10,3,184320,4096,243254,16,3.0164977141064284,0.0159201832656256,6.231877368618962,29354.666666666668,39,173,-0.16202784,0.0,-0.3539527,-0.16170633,-0.13585497,-1.0088513,-0.12414636,0.043997757,0.054668546,0.0,0.0,-1.9060398,-0.699637,0.124118924,-0.22027108,0.33335072,-1.1785753,0.0,-0.6679991,-0.12449728,-0.50440085,0.3089828,-0.18026735,-0.46940452,0,0,True
3723264,23117,248,332,4,1290243788,271,39446,4194304,4096,4096,4,4,2,6729728,4096,0,16,4.879282332653151,3.503615586181224,6.134481188777568,929792.0,7,91,0.18431367,0.0,-0.07388986,0.10203708,0.5729536,0.22531347,0.13219053,0.21010476,0.0103882775,0.0,0.0,1.5400531,0.19464335,-0.010419738,0.3243991,0.5088712,3.9862032,0.0,0.32298175,0.46334994,-0.8035864,0.07831425,-0.09666709,0.60471606,1,1,True
503808,23117,248,332,6,2776567286,258,140944,4194304,4096,512,10,10,2,794624,1024,550255,16,4.4765705079390194,0.6336534649641623,6.750777711486439,83797.33333333333,45,380,0.18093592,0.0,-0.6133836,0.056799795,-0.1149059,-1.3526525,-0.13713756,-0.042436764,-0.009041226,0.0,0.0,-2.5504115,-0.7484774,-0.036369387,0.27026957,-0.058840156,-1.2995639,0.0,0.0712731,-0.59200335,-0.15273486,0.30349115,-0.22130229,-0.9392872,0,0,True
270640,23117,200,332,5,1438735584,271,12799,4194304,4096,512,4,4,2,266240,1024,0,16,4.238814056702797,0.0,6.487782320556989,9625.6,8,166,0.32441017,0.0,0.5642997,0.12799357,0.05350972,0.451891,0.057742573,0.1317623,0.011164954,0.0,0.0,1.2935709,0.12670687,-0.010289973,-0.09608217,-0.057138897,4.61003,0.0,0.07490174,-0.010320579,-0.66202676,-0.70027566,0.019495405,-0.82644206,1,1,True
491520,23117,240,34404,7,982394931,34,10368,5368709120,4096,4096,10,10,2,503808,4096,541373,16,3.861446425390627,0.5849736130473201,6.292737887300584,69632.0,42,306,0.17660707,0.0,-0.20763779,-0.1687366,-0.28321338,-0.49848732,-0.112299405,0.13947602,0.054668546,0.0,0.0,-1.9497558,-0.9166629,-0.036369387,-0.0716046,0.28937858,-1.3835691,0.0,0.029644476,-0.50287735,-0.3301342,0.3771499,-0.055335015,-0.6491682,0,0,True
772096,23117,216,332,5,1640846255,258,246449,4194304,4096,512,5,5,3,798720,1024,813643,16,5.237579026078236,3.485720906578995,6.709508656586025,154214.4,3,101,-0.20469627,0.0,0.7581078,0.10482455,0.04209866,1.523194,-0.12066631,0.10399613,-0.0090832235,0.0,0.0,2.4481037,0.299465,0.01763495,0.10370904,-0.073636286,-1.1657995,0.0,0.6938799,-0.4169703,0.906875,0.39122257,-0.17828435,0.37130684,1,1,True
1331200,23117,444,34404,16,1581633033,8226,268896,5368709120,4096,4096,5,5,3,1331200,4096,1065918627,16,1.8191196093844368,0.0,7.761532764993887,82944.0,5,20,0.02467022,0.0,-1.3172129,-0.15263352,-0.5442673,0.7166821,0.18040223,0.14837739,0.06769507,0.0,0.0,2.2324755,0.22725174,0.03555976,0.30339745,0.5037884,-1.2603748,0.0,-0.7094439,0.26091623,2.0926561,0.24855646,-0.07517423,2.3736324,1,1,True
216576,23117,264,332,6,1673038488,258,133835,4194304,4096,512,5,5,2,233472,1024,0,16,4.395165742552339,1.6866161703668965,6.465946925651807,35925.333333333336,3,68,0.038719505,0.0,-1.0416499,0.085930526,-0.101245895,0.8697053,-0.06787796,0.11962406,-0.0010811808,0.0,0.0,1.2830459,0.21483311,-0.010419738,-0.09195525,-0.05741975,5.3533688,0.0,0.0022718227,-0.3084502,-1.0950814,0.2286413,0.11161027,1.8133001,1,1,True
63648,23117,256,34404,6,1713801788,34,25464,5368709120,4096,512,6,6,2,69632,1024,103339,16,4.027178875489419,1.579100445475984,6.082308400647331,8704.0,11,91,-0.40555415,0.0,-1.4724087,-0.26287523,-0.17812286,-0.041632473,-0.05259361,-0.33388478,0.056824625,0.0,0.0,-2.2207623,-0.45981196,-0.010419738,-0.22908989,-0.09602983,-1.5276928,0.0,0.09386823,-0.4590983,-1.1727599,-0.33513173,0.47605324,-0.113572374,0,0,True
65024,23117,248,332,5,4260592514,258,49504,4194304,4096,512,10,10,2,81920,1024,77833,16,4.488927750328765,0.4566137416902871,6.450633521186327,12800.0,19,161,-0.22770666,0.0,-0.5684423,0.056799795,-0.04956615,-1.2018092,-0.07949257,-0.1339893,-0.01398376,0.0,0.0,-1.9635869,-0.667584,-0.036369387,-0.21298698,-0.06409453,-1.2695739,0.0,-0.06572359,-0.55549216,-0.9720591,-0.8854622,-0.08252685,-0.73268616,0,0,True
1372160,23117,408,34404,11,1584824698,8226,273104,5368709120,4096,4096,5,5,2,1372160,4096,0,16,2.2717592482466524,0.0,7.855864143343068,124369.45454545454,5,16,0.0112873055,0.0,-0.8174806,-0.15263352,-0.6768837,0.7229672,0.09218504,0.1726725,0.012420133,0.0,0.0,1.332129,0.18221253,-0.010419738,0.12111977,0.36608115,3.758796,0.0,-0.68036705,0.010460825,1.8226511,0.15962471,0.07232196,2.4834986,1,1,True
43008,23117,200,332,4,1668878904,259,21376,4194304,4096,512,4,4,2,126976,1024,0,16,4.850654166352994,0.0,7.975174134547945,10496.0,7,98,-0.41760617,0.0,0.5362339,0.061750494,0.48966804,0.757516,0.034870647,-0.13983992,0.008793397,0.0,0.0,1.5142792,0.08773627,-0.005167402,-0.10820747,-0.062051237,2.9611008,0.0,0.102945425,0.104242414,1.8704275,-0.54583955,-0.18863706,0.25500947,1,1,True
3073547,23117,128,332,8,1640120522,815,5312,4194304,4096,512,4,4,2,3096576,1024,3122288,16,3.1990293830446745,0.0,6.925739062266665,384064.0,13,214,0.0516695,0.0,0.9253782,0.07989196,-0.18745553,2.0238605,0.11957158,0.47712597,0.02275506,0.0,0.0,2.5941362,0.24559031,-0.010289973,0.36434883,-0.054129526,-0.71556306,0.0,-1.0075984,0.33935302,1.0357244,0.4003241,0.5618756,-0.7579132,1,1,True
182784,23117,264,43620,6,1659771618,34,13368,5368709120,4096,512,6,6,3,204800,1024,0,16,4.644959129978104,1.7257870258686243,6.428076023918834,30293.33333333333,2,86,-0.23580706,0.0,-1.0846646,-0.35956654,-0.1784488,0.5110431,-0.06787796,-0.41376653,0.010285249,0.0,0.0,-2.114359,-0.35269448,0.03555976,-0.17896678,-0.09561297,5.800031,0.0,-0.0505989,-0.32152253,-2.1160562,0.12480209,0.09920572,0.06587173,0,0,True
15209472,23117,128,332,9,1670703179,814,5296,4194304,4096,512,4,4,2,15237120,1024,15237610,16,4.356771397350951,0.0,7.824672945738421,1689827.5555555555,13,284,-0.07280139,0.0,0.96814907,0.061750494,-0.18999812,1.6250653,0.11957158,0.47096917,0.09057576,0.0,0.0,2.3305275,0.19189031,-0.010289973,0.43002868,-0.06236513,-0.6284758,0.0,0.26126254,0.3550099,1.4001429,-0.18688299,0.6256963,-0.85496867,1,1,True
253952,23117,248,34404,6,396013962,34,6176,5368709120,4096,4096,10,10,3,258048,4096,268194,16,4.070714387100049,1.7724766772429894,6.849374468630851,41642.66666666666,11,180,0.22964373,0.0,-0.7009608,-0.28315714,-0.2711388,-0.8655469,-0.13713756,0.19397658,0.034052692,0.0,0.0,-2.7907593,-0.89305776,0.124118924,-0.22409877,0.44895077,-1.4296042,0.0,0.08055802,-0.47763887,0.15951304,0.24481545,0.41302162,-0.7282908,0,0,True
1058912,23117,280,332,4,1751072753,258,618879,4194304,4096,512,6,6,3,1073152,1024,1087114,16,5.785520074880338,4.299523783189345,6.6101847010062285,261632.0,3,193,-0.010815632,0.0,-1.8989606,0.041682854,0.2909991,-1.2865747,-0.08231354,-0.2502693,-0.009041226,0.0,0.0,-2.1893654,-0.3564521,0.124118924,0.17328086,-0.08214984,-1.9087553,0.0,0.39101243,0.83612823,-0.7805299,0.21264896,-0.11581792,-0.53607804,0,0,True
11535360,23117,128,332,9,1677593231,814,5296,4194304,4096,512,4,4,2,11567104,1024,11538151,16,4.155107259170565,0.0,7.821544922477988,1281592.888888889,15,276,-0.07280139,0.0,0.96814907,0.061750494,-0.18999812,1.6806244,0.11957158,0.47096917,0.09057576,0.0,0.0,2.3305275,0.19189031,-0.010289973,0.43002868,-0.06236513,-0.60763645,0.0,0.4190905,0.3550099,1.4001429,-0.18688299,0.5664201,-0.85496867,1,1,True
3068939,23117,128,332,8,1638893585,815,5312,4194304,4096,512,4,4,2,3092480,1024,3129556,16,3.2192652602353924,0.0,6.923597407146031,383488.0,13,214,0.0516695,0.0,0.9253782,0.07989196,-0.18745553,2.0238605,0.11957158,0.47712597,0.02275506,0.0,0.0,2.5941362,0.24559031,-0.010289973,0.36434883,-0.054129526,-0.71556306,0.0,-1.0075984,0.33935302,1.0357244,0.4003241,0.5618756,-0.7579132,1,1,True
150016,23117,128,332,6,1662686821,258,103535,4194304,4096,512,5,5,2,163840,1024,175099,16,5.901384154803027,2.933736131095884,7.985716442557809,24832.0,3,24,-0.23340727,0.0,0.859722,0.032479312,-0.06989554,1.343113,-0.10749145,0.14979157,-0.0041329022,0.0,0.0,2.1767888,0.30744195,-0.005167402,-0.119605064,-0.053772636,-0.9534728,0.0,0.8248211,-0.3782786,2.0835094,0.55701685,-0.2013494,1.8947783,1,1,True
199726,23117,272,34404,6,1638293320,8226,123768,6442450944,4096,512,6,6,2,241664,1024,0,16,1.89120252992624,0.0,6.525088313362187,36864.0,0,0,0.006587878,0.0,-1.0822847,-0.2684228,-0.12676463,1.2414002,0.0992155,0.2149885,0.017072605,0.0,0.0,-1.675662,-0.33555782,-0.010419738,-0.08826997,-0.07016026,6.8630147,0.0,-0.40402403,0.014018656,-0.24154715,0.28039616,0.15599762,1.3021506,1,1,True
882384,23117,280,34404,8,1752820887,34,721984,5368709120,4096,512,6,6,2,897024,1024,936884,16,4.606041614479473,2.60836287061038,6.420022304950023,107520.0,16,173,-0.19377246,0.0,-1.8540173,-0.18150584,-0.1767322,-1.244157,-0.08231354,-0.27751493,0.034052692,0.0,0.0,-1.8939389,-0.3969066,-0.036369387,0.26247644,-0.0890508,-1.4064686,0.0,0.11009671,-0.5834179,-1.4198245,0.22387274,0.17050748,-0.5378029,0,0,True
167936,23117,232,34404,6,2913756140,34,4928,5368709120,4096,4096,10,6,2,172032,4096,180631,16,3.383364112284552,0.1441246160939687,7.133267417844963,27306.666666666668,8,160,-0.27032313,0.0,-0.12787789,-0.10792422,-0.08622713,-1.0817884,-0.12066631,0.1910404,0.05001607,0.0,0.0,-3.2213807,-0.3415017,-0.036369387,-0.15740588,0.43813595,-1.2170155,0.0,-0.60727185,-0.52616614,0.82583654,0.406725,-0.1808245,-0.65372884,0,0,True
224672,23117,264,34404,7,1752820892,34,58864,5368709120,4096,512,6,6,2,221184,1024,263049,16,4.339723207791037,2.2615267202676197,6.271542724201149,28891.42857142857,11,133,0.14840293,0.0,-1.6932191,-0.18150584,-0.14368042,-1.3411891,-0.06932233,0.016672006,0.034052692,0.0,0.0,-1.969924,-0.47810048,-0.036369387,-0.22923462,-0.10592413,-1.3539528,0.0,-0.03528038,-0.65171194,-0.6053044,0.16201171,0.39396745,-0.5987077,0,0,True
167424,23117,224,332,6,1423027362,258,8496,4194304,4096,512,10,10,2,184320,1024,207101,16,3.678658210382002,0.305638745290069,6.501354834271972,27733.33333333333,5,62,-0.37923437,0.0,0.5072336,0.06920625,-0.17912486,-0.0054529486,-0.12066631,-0.0879981,-0.01590385,0.0,0.0,-2.8435411,-0.7992753,-0.005167402,-0.22407538,-0.05540108,-1.7853837,0.0,-0.4194987,-0.4237501,-0.86103857,0.45060238,-0.27208954,1.1543459,0,0,True
364264,23117,280,34404,6,1728499476,34,29296,5368709120,4096,512,6,6,3,40386560,1024,415014,16,3.694453810655368,0.7187251468263095,6.118411768795402,58624.0,14,185,0.35293546,0.0,-1.7158004,-0.18150584,-0.13346116,-0.5445927,-0.06932233,-0.3067119,0.054668546,0.0,0.0,-2.056935,-0.5585715,0.124118924,0.37373412,-0.08045705,-1.1413486,0.0,0.07901069,-0.51456904,-0.33868468,0.46224666,0.26291698,-0.333481,0,0,True
63776,23117,256,34404,8,1752821511,34,10464,5368709120,4096,512,6,6,2,65536,1024,107911,16,3.165687463428599,1.0224893673134023,6.149738154254025,5184.0,11,74,-0.22562082,0.0,-1.1866027,-0.14734568,-0.13106643,-1.5811917,-0.05259361,-0.0985238,0.07744048,0.0,0.0,-2.203536,-0.44938785,-0.010419738,-0.18511574,-0.0870886,-1.4533939,0.0,-0.55512154,-0.5321989,-0.9087488,-0.1917497,0.39541978,0.9217226,0,0,True
3514368,23117,248,332,4,1290243905,271,30650,4194304,4096,4096,4,4,2,3514368,4096,0,16,6.317781100171953,4.455749507869132,7.74756881831,877568.0,4,114,0.055099346,0.0,-0.16514692,0.07178849,0.5493198,0.011506269,0.14483301,-0.11814843,0.056837607,0.0,0.0,1.49754,0.16805288,-0.010419738,0.15033878,0.4865817,3.9013636,0.0,0.4946765,0.35611477,1.1572958,-0.14160806,0.14552814,0.5300122,1,1,True
77824,23117,232,34404,7,811215618,34,5536,5368709120,4096,4096,10,10,2,77824,4096,82368,16,2.4613517925411896,0.0252759477360849,6.210891934539953,10532.57142857143,20,124,-0.30915797,0.0,-0.076423906,-0.23205024,-0.2890784,-0.6482017,-0.050030123,0.13438381,0.069859,0.0,0.0,-1.9491627,-0.6238742,-0.036369387,-0.2157355,0.3410097,-1.3778766,0.0,-0.83945554,-0.4458277,-0.5484522,-0.33080336,0.024184229,-0.7109092,0,0,True
